"Inicio del informe","Fin del informe","Nombre del anuncio","Nombre del conjunto de anuncios","CPM (costo por mil impresiones) (COP)","CTR único (porcentaje de clics en el enlace)","Clics únicos en el enlace","CPC (costo por clic en el enlace) (COP)","Visitas a la página de destino","Costo por visita a la página de destino (COP)","Ratio Visitas/Clicks","Pagos iniciados","Ratio pagos i / Visitas","Pagos únicos iniciados","Valor de conversión de pagos iniciados","Costo por pago iniciado (COP)","Costo por pago único iniciado (COP)",Compras,"Compras únicas","Valor de conversión de compras","Costo por compra (COP)","Costo por compra única (COP)",Resultados,"Indicador de resultado","Tasa de resultados","Costo por resultados","ROAS (retorno de la inversión en publicidad) de compras",Alcance,Frecuencia,Impresiones,"Fecha de creación","Costo por mil personas alcanzadas (COP)","Compras en el sitio web","Costo por artículo agregado al carrito (COP)","Entrega del anuncio","Entrega del conjunto de anuncios","Configuración de atribución","Presupuesto del conjunto de anuncios","Tipo de presupuesto del conjunto de anuncios","Clasificación de calidad","Clasificación del porcentaje de interacción","Clasificación del porcentaje de conversiones",Puja,"Tipo de puja","Importe gastado (COP)"
2022-01-29,2022-01-29,"Ad img 05 copy 01","PG -  Gastronomia > Sushi",3823.529412,1.492537,1,260,1,260,1,,0,,,,,,,,,,,,,,,67,1.014925,68,2022-01-29,3880.597015,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,260
2022-01-29,2022-01-29,"Ad img 11 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 09 copy 01","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 19 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 02 copy 01","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",4577.075099,1.209677,3,386,1,1158,0.33333333,1,1,,,1158,,,,,,,,,,,,248,1.020161,253,2022-01-29,4669.354839,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,1158
2022-01-29,2022-01-29,"Ad img 20 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 16 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 18 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 01 copy 01","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",5466.666667,1.37741,5,410,5,410,1,,0,,,,,,,,,,,,,,,363,1.033058,375,2022-01-29,5647.38292,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,2050
2022-01-29,2022-01-29,"Ad img 10 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 15 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"u0 Ad img 07 copy 01","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 12 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 17 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 03 copy 01","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",3902.912621,0.980392,1,402,,,0,,,,,,,,,,,,,,,,,102,1.009804,103,2022-01-29,3941.176471,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,402
2022-01-29,2022-01-29,"Ad img 05 copy 01","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",4987.878788,0.662252,1,823,1,823,1,,0,,,,,,,,,,,,,,,151,1.092715,165,2022-01-29,5450.331126,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,823
2022-01-29,2022-01-29,"u0 Ad img 08 copy 01","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 13 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"Ad img 14 copy 1","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,2022-01-29,0,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,0
2022-01-29,2022-01-29,"x0 Ad img 06 copy 01","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",3089.552239,0,,,,,,,,,,,,,,,,,,,,,,60,1.116667,67,2022-01-29,3450,,,inactive,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,207
2022-01-29,2022-01-29,"Ad img 04 copy 01","PG -  ww_es Int(Sushi Chef, Cocina japonesa > Buyer)",3375.609756,0,,,,,,,,,,,,,,,,,,,,,,194,1.056701,205,2022-01-29,3567.010309,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,692
2022-01-29,2022-01-29,"Ad img 01 copy 01","PG -  Comida > Cocina japonesa > Sushi",9574.358974,1.612903,3,622.333333,1,1867,0.33333333,,0,,,,,,,,,,,,,,,186,1.048387,195,2022-01-28,10037.634409,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,1867
2022-01-29,2022-01-29,"Ad img 02 copy 01","PG -  Comida > Cocina japonesa > Sushi",5038.216561,0.699301,1,791,1,791,1,,0,,,,,,,,,,,,,,,143,1.097902,157,2022-01-28,5531.468531,,,active,active,"7 días después de hacer clic o 1 día tras la visualización",8000,Diario,-,-,-,0,ABSOLUTE_OCPM,791
